0x010018300D006000,65536,"BOXBOY! + BOXGIRL!"
0x01004D300C5AE000,0,"Kirby and the Forgotten Land"
0x01006A800016E000,1900544,"Super Smash Bros. Ultimate"
0x01006A800016F001,65536,"Super Smash Bros. Ultimate DLC 1"
0x01006A800016F002,65536,"Super Smash Bros. Ultimate DLC 2"
0x01006A800016F003,131072,"Super Smash Bros. Ultimate DLC 3"
0x01006A800016F004,131072,"Super Smash Bros. Ultimate DLC 4"
0x01006A800016F005,131072,"Super Smash Bros. Ultimate DLC 5"
0x01006A800016F006,131072,"Super Smash Bros. Ultimate DLC 6"
0x01006A800016F007,65536,"Super Smash Bros. Ultimate DLC 7"
0x01006A800016F008,65536,"Super Smash Bros. Ultimate DLC 8"
0x01006A800016F009,131072,"Super Smash Bros. Ultimate DLC 9"
0x01006A800016F00A,65536,"Super Smash Bros. Ultimate DLC 10"
0x01006A800016F00B,65536,"Super Smash Bros. Ultimate DLC 11"
0x01006A800016F00C,65536,"Super Smash Bros. Ultimate DLC 12"
0x01006A800016F015,65536,"Super Smash Bros. Ultimate DLC 21"
0x01006A800016F016,0,"Super Smash Bros. Ultimate DLC 22"
0x01006A800016F01F,0,"Super Smash Bros. Ultimate DLC 31"
0x01006A800016F020,0,"Super Smash Bros. Ultimate DLC 32"
0x01006A800016F021,0,"Super Smash Bros. Ultimate DLC 33"
0x01006A800016F022,0,"Super Smash Bros. Ultimate DLC 34"
0x01006A800016F023,0,"Super Smash Bros. Ultimate DLC 35"
0x01006A800016F024,0,"Super Smash Bros. Ultimate DLC 36"
0x01006A800016F025,0,"Super Smash Bros. Ultimate DLC 37"
0x01006A800016F026,0,"Super Smash Bros. Ultimate DLC 38"
0x01006A800016F027,0,"Super Smash Bros. Ultimate DLC 39"
0x01006A800016F028,0,"Super Smash Bros. Ultimate DLC 40"
0x01006A800016F029,0,"Super Smash Bros. Ultimate DLC 41"
0x01006A800016F02A,0,"Super Smash Bros. Ultimate DLC 42"
0x01006A800016F02B,0,"Super Smash Bros. Ultimate DLC 43"
0x01006A800016F02C,0,"Super Smash Bros. Ultimate DLC 44"
0x01006A800016F02D,0,"Super Smash Bros. Ultimate DLC 45"
0x01006A800016F02E,0,"Super Smash Bros. Ultimate DLC 46"
0x01006A800016F02F,0,"Super Smash Bros. Ultimate DLC 47"
0x01006A800016F030,0,"Super Smash Bros. Ultimate DLC 48"
0x01006A800016F031,0,"Super Smash Bros. Ultimate DLC 49"
0x01006A800016F032,0,"Super Smash Bros. Ultimate DLC 50"
0x01006A800016F033,0,"Super Smash Bros. Ultimate DLC 51"
0x01006A800016F034,0,"Super Smash Bros. Ultimate DLC 52"
0x01006A800016F035,0,"Super Smash Bros. Ultimate DLC 53"
0x01006A800016F036,0,"Super Smash Bros. Ultimate DLC 54"
0x01006A800016F037,0,"Super Smash Bros. Ultimate DLC 55"
0x01006A800016F038,0,"Super Smash Bros. Ultimate DLC 56"
0x01006A800016F039,0,"Super Smash Bros. Ultimate DLC 57"
0x01006A800016F03A,0,"Super Smash Bros. Ultimate DLC 58"
0x01006A800016F03B,0,"Super Smash Bros. Ultimate DLC 59"
0x01006A800016F03C,0,"Super Smash Bros. Ultimate DLC 60"
0x01006A800016F03D,0,"Super Smash Bros. Ultimate DLC 61"
0x01006A800016F03E,0,"Super Smash Bros. Ultimate DLC 62"
0x01006A800016F03F,0,"Super Smash Bros. Ultimate DLC 63"
0x01006A800016F040,0,"Super Smash Bros. Ultimate DLC 64"
0x01006A800016F041,0,"Super Smash Bros. Ultimate DLC 65"
0x01006A800016F042,0,"Super Smash Bros. Ultimate DLC 66"
0x01006A800016F043,0,"Super Smash Bros. Ultimate DLC 67"
0x01006A800016F044,0,"Super Smash Bros. Ultimate DLC 68"
0x01006A800016F045,0,"Super Smash Bros. Ultimate DLC 69"
0x01006A800016F046,0,"Super Smash Bros. Ultimate DLC 70"
0x01006A800016F047,0,"Super Smash Bros. Ultimate DLC 71"
0x01006A800016F048,0,"Super Smash Bros. Ultimate DLC 72"
0x01006A800016F049,0,"Super Smash Bros. Ultimate DLC 73"
0x01006A800016F04A,0,"Super Smash Bros. Ultimate DLC 74"
0x01006A800016F04B,0,"Super Smash Bros. Ultimate DLC 75"
0x01006A800016F04C,0,"Super Smash Bros. Ultimate DLC 76"
0x01006A800016F04D,0,"Super Smash Bros. Ultimate DLC 77"
0x01006A800016F04E,0,"Super Smash Bros. Ultimate DLC 78"
0x01006A800016F04F,0,"Super Smash Bros. Ultimate DLC 79"
0x01006A800016F050,0,"Super Smash Bros. Ultimate DLC 80"
0x01006A800016F051,0,"Super Smash Bros. Ultimate DLC 81"
0x01006A800016F052,0,"Super Smash Bros. Ultimate DLC 82"
0x01006A800016F065,0,"Super Smash Bros. Ultimate DLC 101"
0x01006A800016F066,0,"Super Smash Bros. Ultimate DLC 102"
0x01006A800016F067,0,"Super Smash Bros. Ultimate DLC 103"
0x01006A800016F068,0,"Super Smash Bros. Ultimate DLC 104"
0x01006A800016F069,0,"Super Smash Bros. Ultimate DLC 105"
0x01006A800016F06A,0,"Super Smash Bros. Ultimate DLC 106"
0x01006A800016F06B,0,"Super Smash Bros. Ultimate DLC 107"
0x01006A800016F06C,0,"Super Smash Bros. Ultimate DLC 108"
0x01006A800016F06D,0,"Super Smash Bros. Ultimate DLC 109"
0x01006A800016F06E,0,"Super Smash Bros. Ultimate DLC 110"
0x01006A800016F06F,0,"Super Smash Bros. Ultimate DLC 111"
0x01006A800016F070,0,"Super Smash Bros. Ultimate DLC 112"
0x01006A800016F071,0,"Super Smash Bros. Ultimate DLC 113"
0x01006A800016F072,0,"Super Smash Bros. Ultimate DLC 114"
0x01006A800016F073,0,"Super Smash Bros. Ultimate DLC 115"
0x01006A800016F077,0,"Super Smash Bros. Ultimate DLC 119"
0x01006A800016F078,0,"Super Smash Bros. Ultimate DLC 120"
0x01006A800016F079,0,"Super Smash Bros. Ultimate DLC 121"
0x01006A800016F07A,0,"Super Smash Bros. Ultimate DLC 122"
0x01006A800016F07B,0,"Super Smash Bros. Ultimate DLC 123"
0x01006A800016F07C,0,"Super Smash Bros. Ultimate DLC 124"
0x01006A800016F07D,0,"Super Smash Bros. Ultimate DLC 125"
0x01006A800016F07E,0,"Super Smash Bros. Ultimate DLC 126"
0x01006A800016F07F,0,"Super Smash Bros. Ultimate DLC 127"
0x01006A800016F080,0,"Super Smash Bros. Ultimate DLC 128"
0x01006A800016F081,0,"Super Smash Bros. Ultimate DLC 129"
0x01006A800016F082,0,"Super Smash Bros. Ultimate DLC 130"
0x01006A800016F083,0,"Super Smash Bros. Ultimate DLC 131"
0x01006A800016F084,0,"Super Smash Bros. Ultimate DLC 132"
0x01006A800016F085,0,"Super Smash Bros. Ultimate DLC 133"
0x01006A800016F086,0,"Super Smash Bros. Ultimate DLC 134"
0x01006A800016F087,0,"Super Smash Bros. Ultimate DLC 135"
0x01006A800016F088,0,"Super Smash Bros. Ultimate DLC 136"
0x010045B018EC2000,0,"WarioWare Move It!"
0x0100152000022000,1245184,"Mario Kart 8 Deluxe"
0x0100152000023001,65536,"Mario Kart 8 Deluxe DLC 1"
0x010090100E334000,1114112,"Don't Starve Together"
0x0100965017338000,131072,"Super Mario Party Jamboree"
0x0100BBF0027EC000,131072,"ULTRA STREET FIGHTER™ II The Final Challengers"
0x010049900F546000,196608,"Super Mario 3D All-Stars"
0x0100C1F0051B6000,131072,"Donkey Kong Country Tropical Freeze"
0x010035101E1CC000,851968,"PICO PARK 2"
0x01002E7016C46000,1376256,"Cult of the Lamb"
0x01002E7016C47001,0,"Cult of the Lamb DLC 1"
0x01002E7016C47002,0,"Cult of the Lamb DLC 2"
0x01002E7016C47003,0,"Cult of the Lamb DLC 3"
0x01002E7016C47004,0,"Cult of the Lamb DLC 4"
0x01002E7016C47005,0,"Cult of the Lamb DLC 5"
0x0100A5C00D162000,655360,"Cuphead"
0x0100A5C00D163001,0,"Cuphead DLC 1"
0x0100787014460000,131072,"Nobody Saves the World"
0x0100787014461001,0,"Nobody Saves the World DLC 1"
0x010085900337E000,262144,"Death Squared"
0x01009C8009026000,0,"LIMBO"
0x0100F28011892000,720896,"Overcooked! All You Can Eat"
0x0100F28011893001,0,"Overcooked! All You Can Eat DLC 1"
0x010008900BC5A000,327680,"DYSMANTLE"
0x010008900BC5B001,0,"DYSMANTLE DLC 1"
0x010008900BC5B002,0,"DYSMANTLE DLC 2"
0x010008900BC5B003,0,"DYSMANTLE DLC 3"
0x0100300012F2A000,0,"Advance Wars 1+2 Re-Boot Camp"
0x010057D0021E8000,458752,"Shovel Knight Treasure Trove"
0x010089A0197E4000,1114112,"Vampire Survivors"
0x010089A0197E5001,720896,"Vampire Survivors DLC 1"
0x010089A0197E5002,720896,"Vampire Survivors DLC 2"
0x010089A0197E5003,458752,"Vampire Survivors DLC 3"
0x010089A0197E5004,262144,"Vampire Survivors DLC 4"
0x010089A0197E5005,262144,"Vampire Survivors DLC 5"
0x01004BA0110D6000,65536,"Hidden in Plain Sight"
0x01009D60076F6000,1048576,"Enter the Gungeon"
0x01000C901B9D6000,327680,"Hole io"
0x01000C901B9D7001,0,"Hole io DLC 1"
0x01000C901B9D7002,0,"Hole io DLC 2"
0x01000C901B9D7003,0,"Hole io DLC 3"
0x01002B00111A2000,327680,"Hyrule Warriors Age of Calamity"
0x01002B00111A3001,0,"Hyrule Warriors Age of Calamity DLC 1"
0x01002B00111A3002,0,"Hyrule Warriors Age of Calamity DLC 2"
0x01002B00111A3003,0,"Hyrule Warriors Age of Calamity DLC 3"
0x01002B00111A3004,0,"Hyrule Warriors Age of Calamity DLC 4"
0x0100D71004694000,7602176,"Minecraft"
0x01006C100EC08000,1769472,"Minecraft Dungeons"
0x01006C100EC09001,0,"Minecraft Dungeons DLC 1"
0x01006C100EC09002,0,"Minecraft Dungeons DLC 2"
0x01006C100EC09003,0,"Minecraft Dungeons DLC 3"
0x01006C100EC09004,0,"Minecraft Dungeons DLC 4"
0x01006C100EC09005,0,"Minecraft Dungeons DLC 5"
0x01006C100EC09006,0,"Minecraft Dungeons DLC 6"
0x01006C100EC09007,0,"Minecraft Dungeons DLC 7"
0x010028600EBDA000,65536,"Super Mario 3D World + Bowser's Fury"
0x01004EA00DF70000,327680,"PICO PARK"
0x01006FE013472000,131072,"Mario Party Superstars"
0x0100D58012E12000,458752,"Gang Beasts"
0x01002EF01A316000,327680,"Brotato"
0x0100309016E7A000,589824,"Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles"
0x0100309016E7B001,0,"Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles DLC 1"
0x0100309016E7B002,0,"Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles DLC 2"
0x0100309016E7B003,0,"Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles DLC 3"
0x0100309016E7B005,0,"Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles DLC 5"
0x0100309016E7B006,0,"Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles DLC 6"
0x0100309016E7B007,0,"Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles DLC 7"
0x0100309016E7B008,0,"Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles DLC 8"
0x0100309016E7B009,0,"Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles DLC 9"
0x0100309016E7B00A,0,"Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles DLC 10"
0x0100309016E7B00B,0,"Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles DLC 11"
0x0100D4F00DD02000,655360,"DOOM 2"
0x0100563010E0C000,0,"WarioWare Get It Together!"
0x01007BA01B9B2000,65536,"Pummel Party"
0x010075001CDAA000,65536,"Tools Up! Ultimate Edition"
0x010082400BCC6000,458752,"Untitled Goose Game"
0x0100E1901B5B8000,65536,"Johnny Trigger Sniper"
0x0100E09009600000,0,"ibb & obb"
0x0100F9301B30C000,327680,"Umamusume Pretty Derby – Party Dash"
0x010081A00EE62000,1245184,"Boomerang Fu"
0x010081A00EE63001,720896,"Boomerang Fu DLC 1"
0x010081A00EE63002,0,"Boomerang Fu DLC 2"
0x010015100B514000,65536,"Super Mario Bros. Wonder"
0x0100DCA0064A6000,327680,"Luigi's Mansion 3"
0x0100DCA0064A7001,131072,"Luigi's Mansion 3 DLC 1"
0x0100DCA0064A7002,65536,"Luigi's Mansion 3 DLC 2"
0x0100E5D00CC0C000,65536,"Unravel TWO"
0x01000CA004DCA000,1441792,"Human Fall Flat"
0x01000CA004DCB001,0,"Human Fall Flat DLC 1"
0x01000CA004DCB002,0,"Human Fall Flat DLC 2"
0x010059301E612000,327680,"Hot Lap Racing"
0x0100E0601C632000,65536,"Nintendo 64 – Nintendo Switch Online Mature"
0x01001AE005166000,262144,"Worms W.M.D"
0x0100AD10185F8000,131072,"Nintendo World Championships NES Edition"
0x0100183010F12000,458752,"JUMP FORCE Deluxe Edition"
0x0100183010F13065,0,"JUMP FORCE Deluxe Edition DLC 101"
0x0100183010F1306C,0,"JUMP FORCE Deluxe Edition DLC 108"
0x0100183010F130D2,0,"JUMP FORCE Deluxe Edition DLC 210"
0x0100183010F130D3,0,"JUMP FORCE Deluxe Edition DLC 211"
0x0100183010F130D4,0,"JUMP FORCE Deluxe Edition DLC 212"
0x0100183010F130D5,0,"JUMP FORCE Deluxe Edition DLC 213"
0x0100183010F130D6,0,"JUMP FORCE Deluxe Edition DLC 214"
0x0100A250097F0000,1441792,"DRAGON BALL FighterZ"
0x0100A250097F1001,0,"DRAGON BALL FighterZ DLC 1"
0x0100A250097F1002,0,"DRAGON BALL FighterZ DLC 2"
0x0100A250097F1003,0,"DRAGON BALL FighterZ DLC 3"
0x0100A250097F1004,0,"DRAGON BALL FighterZ DLC 4"
0x0100A250097F1005,0,"DRAGON BALL FighterZ DLC 5"
0x0100A250097F1006,0,"DRAGON BALL FighterZ DLC 6"
0x0100A250097F1007,0,"DRAGON BALL FighterZ DLC 7"
0x0100A250097F1008,0,"DRAGON BALL FighterZ DLC 8"
0x0100A250097F1009,0,"DRAGON BALL FighterZ DLC 9"
0x0100A250097F100A,0,"DRAGON BALL FighterZ DLC 10"
0x0100A250097F100B,0,"DRAGON BALL FighterZ DLC 11"
0x0100A250097F100C,0,"DRAGON BALL FighterZ DLC 12"
0x0100A250097F100D,0,"DRAGON BALL FighterZ DLC 13"
0x0100A250097F100E,0,"DRAGON BALL FighterZ DLC 14"
0x0100A250097F100F,0,"DRAGON BALL FighterZ DLC 15"
0x0100A250097F1010,0,"DRAGON BALL FighterZ DLC 16"
0x0100A250097F1011,0,"DRAGON BALL FighterZ DLC 17"
0x0100A250097F1012,0,"DRAGON BALL FighterZ DLC 18"
